N,graph_type,graph_params,protocol,alpha,noise_std,p_drop,seed,spectral_gap,convergence_step,final_var,final_range,final_mean,final_l2_error,min_l2_error,elapsed_sec,converged,byzantine_fraction
50,erdos_renyi,{'p': 0.08},gossip,0.5,0.0,0.0,6,0.7226188710564255,5000,1.7379497694570921e-06,0.004615173294611807,9.997006501920874,8.68974884728546e-05,7.98041400156263e-05,0.5484488010406494,False,0.15
50,erdos_renyi,{'p': 0.08},gossip,0.5,0.0,0.0,7,0.7720159420952071,4367,4.7458911086057386e-08,0.000875445205611669,9.999518935217795,2.3729455543028694e-06,2.3729455543028694e-06,0.49995946884155273,True,0.15
50,watts_strogatz,"{'k': 4, 'p': 0.2}",gossip,0.5,0.0,0.2,0,0.23874904488765156,5000,4.720019263573374e-07,0.0020088099512871604,0.6074203485807367,2.360009631786687e-05,2.360009631786687e-05,0.5471236705780029,False,0.01
50,watts_strogatz,"{'k': 4, 'p': 0.2}",gossip,0.5,0.0,0.2,1,0.23170455169136858,4438,8.701724165087971e-08,0.0009888221590350632,0.5080251720255778,4.350862082543985e-06,4.255844000031498e-06,0.4791691303253174,True,0.01
50,watts_strogatz,"{'k': 4, 'p': 0.2}",gossip,0.5,0.0,0.2,2,0.21295222275256398,5000,6.824452233898693e-07,0.002700341699251152,0.5539744522949235,3.4122261169493465e-05,3.4122261169493465e-05,0.5365855693817139,False,0.01
50,watts_strogatz,"{'k': 4, 'p': 0.2}",gossip,0.5,0.0,0.2,3,0.2626443444937634,5000,1.9240937916792122e-07,0.0014869288925047908,0.55608831760584,9.620468958396061e-06,9.620468958396061e-06,0.5962681770324707,False,0.01
50,watts_strogatz,"{'k': 4, 'p': 0.2}",gossip,0.5,0.0,0.2,4,0.28350195714971904,4463,6.164537398646046e-08,0.0009936926553587022,0.4975835629101001,3.0822686993230225e-06,3.0822686993230225e-06,0.5107436180114746,True,0.01
50,watts_strogatz,"{'k': 4, 'p': 0.2}",gossip,0.5,0.0,0.2,5,0.3603534812813601,4108,6.218185110574728e-08,0.0009986704084120612,0.46851776048916166,3.1090925552873638e-06,3.1090925552873638e-06,0.44859862327575684,True,0.01
50,watts_strogatz,"{'k': 4, 'p': 0.2}",gossip,0.5,0.0,0.2,6,0.3267903092186158,3890,8.474459674037981e-08,0.000987329550020788,0.47782077797779915,4.237229837018991e-06,4.237229837018991e-06,0.4239034652709961,True,0.01
50,watts_strogatz,"{'k': 4, 'p': 0.2}",gossip,0.5,0.0,0.2,7,0.35116907704868067,3288,8.572947621609166e-08,0.0009737195749316419,0.4583872315965541,4.286473810804583e-06,4.259767242678736e-06,0.367267370223999,True,0.01
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.05,0.0,0,1.1407567190089163,1000,0.003535179672154643,0.3011236961072328,9.984740314092885,0.17675898360773215,0.07556458289164553,0.3330953121185303,False,0.15
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.05,0.0,1,0.6589327060105473,1000,0.002895684841570594,0.29020169766242,9.996931972844887,0.1447842420785297,0.09224831835711687,0.30581021308898926,False,0.15
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.05,0.0,2,0.25762965651307174,1000,0.003945688969294892,0.27258773651987944,9.962177450337553,0.19728444846474458,0.07723997165609686,0.30849695205688477,False,0.15
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.05,0.0,3,0.534253142760203,1000,0.004471526051596583,0.30616684796719973,9.994550718812663,0.22357630257982913,0.08465449046700942,0.3177342414855957,False,0.15
50,erdos_renyi,{'p': 0.1},metropolis,0.5,0.05,0.0,4,0.33553039481110936,1000,0.006018677539042576,0.37023899336719523,10.003896683848977,0.3009338769521288,0.0901635133063825,0.3216283321380615,False,0.15
